City ID,City Name,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
5993072,Kitimat,CA,54.0524,-128.6534,62.91,83,95,4.0
3626219,Tinaquillo,VE,9.9186,-68.3047,79.9,69,69,6.06
2037485,Erenhot,CN,43.6475,111.9767,68.49,41,1,5.41
2460954,Araouane,ML,18.9048,-3.5265,91.58,45,44,22.1
3491161,Bull Savanna,JM,17.8868,-77.5902,86.49,53,29,18.54
526083,Mitrofanovka,RU,49.9708,39.6939,70.41,42,76,2.89
5557293,Sitka,US,57.0531,-135.33,66.09,59,90,10.36
1738050,Marabu,MY,4.4148,114.0089,77.14,83,20,6.91
2108502,Honiara,SB,-9.4333,159.95,73.72,82,73,4.94
3391387,Porto de Moz,BR,-1.7483,-52.2383,92.3,40,16,2.13
3115824,Muros,ES,42.7762,-9.0603,65.95,83,90,7.07
876123,Lumeje,AO,-11.55,20.7833,66.99,20,0,4.74
2027042,Batagay-Alyta,RU,67.8006,130.4114,42.04,84,100,16.35
2180815,Tuatapere,NZ,-46.1333,167.6833,37.81,91,33,3.71
1816256,Botou,CN,38.0667,116.5667,72.3,90,0,5.57
2068110,Kununurra,AU,-15.7667,128.7333,66.18,26,76,8.05
6171633,Ucluelet,CA,48.9329,-125.5528,66.0,85,100,4.99
1630639,Pringsewu,ID,-5.3582,104.9744,72.52,97,79,1.19
2512990,Palma del Río,ES,37.7002,-5.2812,95.45,16,0,8.39
6167817,Torbay,CA,47.6666,-52.7314,76.44,43,75,9.22
934479,Grand Gaube,MU,-20.0064,57.6608,68.38,65,65,8.99
3466980,Caravelas,BR,-17.7125,-39.2481,73.2,67,100,11.16
3448616,São Lourenço,BR,-22.1164,-45.0544,72.37,35,100,7.87
1640902,Kawalu,ID,-7.3817,108.2082,71.06,97,100,0.56
1266397,Kodīnar,IN,20.7903,70.7031,81.66,79,100,15.08
1494941,Pirovskoye,RU,57.6267,92.2658,57.81,97,18,2.37
5142056,Utica,US,43.1009,-75.2327,81.07,60,32,1.99
1056899,Sambava,MG,-14.2667,50.1667,70.07,85,98,15.23
3674676,Mitú,CO,1.1983,-70.1733,70.56,99,100,0.87
1159716,Sarakhs,IR,36.5449,61.1577,87.94,20,0,4.61
3523590,Mapastepec,MX,15.4333,-92.9,86.52,70,59,5.88
2206894,Hokitika,NZ,-42.7167,170.9667,47.19,85,100,4.23
3373652,Oistins,BB,13.0667,-59.5333,83.39,72,7,13.98
4734350,Stephenville,US,32.2207,-98.2023,89.8,42,1,6.91
3453060,Pontes e Lacerda,BR,-15.2261,-59.3353,94.41,14,26,2.51
610864,Khani,GE,41.9563,42.9566,72.97,92,100,3.2
1489853,Tazovsky,RU,67.4667,78.7,60.15,78,10,5.79
777019,Vardø,NO,70.3705,31.1107,49.98,87,75,6.91
2449893,Tessalit,ML,20.1986,1.0114,97.81,28,23,5.28
487928,Novikovo,RU,51.1537,37.8879,70.92,51,100,4.32
933534,Letlhakeng,BW,-24.0944,25.0298,61.18,32,6,4.94
1805179,Jiujiang,CN,29.7333,115.9833,79.23,94,72,5.61
2122574,Ola,RU,59.5833,151.2833,46.85,64,100,9.86
2173911,Broken Hill,AU,-31.95,141.4333,51.51,82,90,8.05
1269873,Hunsūr,IN,12.3075,76.2878,67.44,94,99,8.01
683179,Buşteni,RO,45.4,25.5333,66.13,65,39,0.07
1797929,Qingdao,CN,36.0986,120.3719,76.6,94,40,4.47
935051,Lavumisa,SZ,-27.31,31.892,60.84,71,0,1.66
1272864,Dhārchula,IN,29.85,80.5333,72.72,92,99,1.57
3421193,Paamiut,GL,61.994,-49.6678,45.05,94,100,30.91
5392171,San Jose,US,37.3394,-121.895,74.55,53,75,1.01
2063036,Port Lincoln,AU,-34.7333,135.8667,55.0,73,100,8.57
2361082,Dori,BF,14.0354,-0.0345,90.0,46,100,13.85
2158767,Mareeba,AU,-17.0,145.4333,54.36,80,82,2.37
3665691,Yondó,CO,7.0062,-73.9097,96.6,39,9,1.43
3394023,Natal,BR,-5.795,-35.2094,80.82,74,75,16.11
3664659,Carauari,BR,-4.8828,-66.8958,96.66,28,37,1.88
542184,Krasnovishersk,RU,60.4078,57.082,53.85,98,8,4.7
257122,Methóni,GR,36.8197,21.7049,87.66,52,0,10.56
3994535,Ocampo,MX,21.65,-101.5,66.85,64,100,8.55
3402648,Carutapera,BR,-1.195,-46.02,77.97,85,96,9.95
2068655,Katherine,AU,-14.4667,132.2667,55.72,38,100,6.91
2630299,Hofn,IS,64.2539,-15.2082,52.72,92,100,7.72
3395981,Maceió,BR,-9.6658,-35.7353,78.24,73,40,12.66
4255151,Bud,US,39.447,-86.1758,82.26,47,68,3.87
4946620,Palmer,US,42.1584,-72.3287,69.67,68,75,9.22
1805270,Jishou,CN,28.3167,109.7167,77.07,93,100,2.84
778707,Mehamn,NO,71.0357,27.8492,53.55,82,40,5.75
4231997,Avera,US,33.194,-82.5271,85.8,38,6,7.56
2172880,Byron Bay,AU,-28.65,153.6167,43.93,73,36,6.33
325302,Afyonkarahisar,TR,38.75,30.6667,77.16,24,0,6.58
598286,Kazlų Rūda,LT,54.7667,23.5,62.58,75,100,9.31
2845924,Roding,DE,49.1964,12.5186,60.28,93,20,2.15
5969025,Haines Junction,CA,60.7522,-137.5108,64.35,68,75,2.3
900056,Nyimba,ZM,-14.5566,30.8149,65.91,46,0,7.16
3385670,Urucará,BR,-2.5364,-57.76,91.72,45,73,3.53
3403127,Capitão Poço,BR,-1.7464,-47.0594,91.6,50,56,1.79
2159220,Mackay,AU,-21.15,149.2,43.3,81,5,6.91
964712,Plettenberg Bay,ZA,-34.0527,23.3716,57.09,96,71,2.3
2333451,Kumo,NG,10.0447,11.2122,75.97,79,42,11.34
367544,Sawākin,SD,19.1059,37.3321,94.59,47,100,4.41
5977046,Hornepayne,CA,49.2138,-84.7705,80.8,41,100,14.18
7671223,Kloulklubed,PW,7.0419,134.2556,73.9,67,100,0.6
2194098,Ahipara,NZ,-35.1667,173.1667,55.11,85,77,15.05
5200644,Meadville,US,41.6414,-80.1515,79.21,50,20,3.0
1583992,Turan,VN,16.0678,108.2208,87.78,58,20,2.3
2632287,Dalvik,IS,65.9702,-18.5286,57.13,84,91,5.06
4036284,Alofi,NU,-19.0595,-169.9187,64.29,94,99,1.14
6355222,Yulara,AU,-25.2406,130.9889,42.64,61,0,6.91
576093,Blagoyevo,RU,63.3667,47.9167,47.84,88,7,4.56
2013727,Vanavara,RU,60.34,102.2797,56.98,85,47,5.39
343292,Āsosa,ET,10.0667,34.5333,61.38,87,100,3.09
2377450,Nouakchott,MR,18.0858,-15.9785,80.53,73,13,15.93
2063039,Port Keats,AU,-14.25,129.55,68.16,23,100,13.33
4031637,Lavrentiya,RU,65.5833,-171.0,52.5,91,100,4.45
2018925,Novokruchininskiy,RU,51.7833,113.7667,55.13,88,9,3.44
1280037,Shache,CN,38.4167,77.2406,78.93,27,100,5.12
2255564,Ouésso,CG,1.6136,16.0517,79.18,62,51,4.23
3398299,Imaculada,BR,-7.3897,-37.5092,76.32,50,93,9.13
464790,Zapolyarnyy,RU,69.4154,30.8136,54.68,77,66,5.01
5905393,Bonavista,CA,48.6499,-53.1147,82.4,60,71,10.45
2122493,Omsukchan,RU,62.5333,155.8,36.75,99,100,8.14
3899361,Arica,CL,-18.475,-70.3042,61.03,77,90,10.36
3393692,Itarema,BR,-2.9248,-39.9167,84.16,60,63,16.78
3041203,Canillo,AD,42.5833,1.6667,57.31,81,69,0.85
3407357,Araguaína,BR,-7.1911,-48.2072,97.25,16,75,7.09
1267433,Kattivākkam,IN,13.2167,80.3167,80.69,67,100,15.82
3663517,Manaus,BR,-3.1019,-60.025,86.49,70,40,9.22
3492985,Santa Cruz de Barahona,DO,18.2085,-71.1008,89.42,66,20,17.27
3131500,Visnes,NO,59.3556,5.2242,61.11,77,52,6.91
2027044,Batagay,RU,67.6333,134.6333,41.0,81,4,2.44
2270385,Camacha,PT,33.0833,-16.3333,71.02,83,75,12.66
3449696,Santo Ângelo,BR,-28.2992,-54.2631,71.92,49,0,5.75
1695546,Pandan,PH,14.0453,124.1694,83.35,72,54,15.68
3448903,São João da Barra,BR,-21.6403,-41.0511,68.09,74,86,10.45
110690,Abhā,SA,18.2164,42.5053,64.65,72,0,6.91
732253,Dimovo,BG,43.7417,22.7269,74.57,49,100,6.91
3420846,Qaqortoq,GL,60.7167,-46.0333,54.1,83,100,6.71
4007676,Pueblo Nuevo,MX,23.3833,-105.3833,70.9,60,34,5.84
2615859,Oksbøl,DK,55.6268,8.2876,65.14,75,99,10.67
8079926,Labuhan,ID,-6.8844,112.2051,76.3,84,60,6.55
2093846,Kiunga,PG,-6.1219,141.2906,70.75,99,100,4.65
5978133,Hudson Bay,CA,52.85,-102.3842,75.74,41,11,2.1
1634614,Nabire,ID,-3.3667,135.4833,75.36,88,81,4.36
2510249,Torrijos,ES,39.9819,-4.2835,89.62,19,0,11.23
1855540,Naze,JP,28.3667,129.4833,77.88,91,99,27.11
2127060,Arman',RU,59.7,150.1667,46.17,60,100,10.47
1254709,Tezu,IN,27.9167,96.1667,76.68,92,83,4.56
2063056,Port Augusta,AU,-32.5,137.7667,51.71,86,3,4.7
3401148,Cururupu,BR,-1.8283,-44.8683,85.41,55,25,6.49
2090990,Mendi,PG,-6.1761,143.6513,54.9,99,100,0.78
332746,Korem,ET,12.5058,39.5228,60.55,76,98,2.68
3893629,Coquimbo,CL,-29.9533,-71.3436,56.93,76,75,9.22
2122614,Okha,RU,53.5739,142.9478,54.27,87,100,14.67
1816751,Beidao,CN,34.5686,105.8933,63.21,73,100,1.92
2381334,Atar,MR,20.5169,-13.0499,106.09,12,0,12.35
2038665,Alihe,CN,50.5667,123.7167,55.62,98,46,3.27
2018553,Ol'ga,RU,43.7444,135.2892,70.03,97,0,3.18
3383427,Nieuw Nickerie,SR,5.95,-56.9833,83.73,67,5,8.21
2986494,Arrondissement de Poitiers,FR,46.5833,0.3333,64.92,51,90,17.27
3517970,Pochutla,MX,15.7432,-96.4661,85.42,69,98,4.68
3853510,Jesús María,AR,-30.9815,-64.0942,73.74,20,0,15.99
930629,Chipoka,MW,-13.9933,34.5157,69.46,56,0,4.76
3022826,Coutances,FR,49.05,-1.4333,61.77,90,100,15.75
608324,Shetpe,KZ,44.1667,52.1167,88.52,25,100,8.5
5655240,Great Falls,US,47.5002,-111.3008,82.49,32,1,3.0
14256,Āzādshahr,IR,34.7909,48.5707,73.89,24,73,8.48
1500609,Lesogorsk,RU,56.0458,99.5136,59.58,85,85,1.16
2038067,Chifeng,CN,42.2683,118.9636,65.53,73,8,5.21
3127460,Burgos,ES,42.3394,-3.7079,79.21,38,20,17.27
3520994,Puerto Escondido,MX,15.85,-97.0667,88.63,62,40,11.5
5856516,‘Āhuimanu,US,21.4447,-157.8378,78.87,67,90,11.5
2038438,Baoshan,CN,46.5586,131.4244,68.27,90,100,5.41
2617312,Lunderskov,DK,55.4837,9.2992,64.02,72,42,8.05
5914132,Campbell River,CA,50.0163,-125.2446,76.53,56,75,6.91
1252795,Yanam,IN,16.7333,82.2167,81.93,75,100,3.76
2455735,Kangaba,ML,11.9333,-8.4167,78.42,78,100,4.5
2013923,Ust'-Kut,RU,56.7938,105.7672,55.81,96,50,2.71
2013279,Vostok,RU,46.4856,135.8833,63.82,95,100,3.91
2037252,Genhe,CN,50.7833,121.5167,55.98,99,100,2.51
2039557,Khasan,RU,42.4308,130.6434,70.61,90,86,5.21
